itemid,label,category,param_type,origin
50947,I,Chemistry,Blood,labevents
50948,Immunofixation,Chemistry,Blood,labevents
50949,Immunoglobulin A,Chemistry,Blood,labevents
50950,Immunoglobulin G,Chemistry,Blood,labevents
50951,Immunoglobulin M,Chemistry,Blood,labevents
50952,Iron,Chemistry,Blood,labevents
50953,"Iron Binding Capacity, Total",Chemistry,Blood,labevents
50954,Lactate Dehydrogenase (LD),Chemistry,Blood,labevents
50955,Light Green Top Hold,Chemistry,Blood,labevents
50956,Lipase,Chemistry,Blood,labevents
50957,Lithium,Chemistry,Blood,labevents
50958,Luteinizing Hormone,Chemistry,Blood,labevents
50959,Macro Prolactin,Chemistry,Blood,labevents
50960,Magnesium,Chemistry,Blood,labevents
50961,Methotrexate,Chemistry,Blood,labevents
50962,N-Acetylprocainamide (NAPA),Chemistry,Blood,labevents
50963,NTproBNP,Chemistry,Blood,labevents
50964,"Osmolality, Measured",Chemistry,Blood,labevents
50965,Parathyroid Hormone,Chemistry,Blood,labevents
50966,Phenobarbital,Chemistry,Blood,labevents
50967,Phenytoin,Chemistry,Blood,labevents
50968,"Phenytoin, Free",Chemistry,Blood,labevents
50969,"Phenytoin, Percent Free",Chemistry,Blood,labevents
50970,Phosphate,Chemistry,Blood,labevents
50971,Potassium,Chemistry,Blood,labevents
50972,Procainamide,Chemistry,Blood,labevents
50973,Prolactin,Chemistry,Blood,labevents
50974,Prostate Specific Antigen,Chemistry,Blood,labevents
50975,Protein Electrophoresis,Chemistry,Blood,labevents
50976,"Protein, Total",Chemistry,Blood,labevents
50977,Quinidine,Chemistry,Blood,labevents
50978,Rapamycin,Chemistry,Blood,labevents
50979,Red Top Hold,Chemistry,Blood,labevents
50980,Rheumatoid Factor,Chemistry,Blood,labevents
50981,Salicylate,Chemistry,Blood,labevents
50982,Sex Hormone Binding Globulin,Chemistry,Blood,labevents
50983,Sodium,Chemistry,Blood,labevents
50984,Stat,Chemistry,Blood,labevents
50985,Study Tubes,Chemistry,Blood,labevents
50986,tacroFK,Chemistry,Blood,labevents
50988,Testosterone,Chemistry,Blood,labevents
50989,"Testosterone, Free",Chemistry,Blood,labevents
50990,Theophylline,Chemistry,Blood,labevents
50991,Thyroglobulin,Chemistry,Blood,labevents
50992,Thyroid Peroxidase Antibodies,Chemistry,Blood,labevents
50993,Thyroid Stimulating Hormone,Chemistry,Blood,labevents
50994,Thyroxine (T4),Chemistry,Blood,labevents
50995,"Thyroxine (T4), Free",Chemistry,Blood,labevents
50996,"Tissue Transglutaminase Ab, IgA",Chemistry,Blood,labevents
50997,Tobramycin,Chemistry,Blood,labevents
50998,Transferrin,Chemistry,Blood,labevents
50999,Tricyclic Antidepressant Screen,Chemistry,Blood,labevents
51000,Triglycerides,Chemistry,Blood,labevents
51001,Triiodothyronine (T3),Chemistry,Blood,labevents
51002,Troponin I,Chemistry,Blood,labevents
51003,Troponin T,Chemistry,Blood,labevents
51004,"UE3, Maternal Screen",Chemistry,Blood,labevents
51005,Uptake Ratio,Chemistry,Blood,labevents
51006,Urea Nitrogen,Chemistry,Blood,labevents
51007,Uric Acid,Chemistry,Blood,labevents
51008,Valproic Acid,Chemistry,Blood,labevents
51009,Vancomycin,Chemistry,Blood,labevents
51010,Vitamin B12,Chemistry,Blood,labevents
51019,"Albumin, Joint Fluid",Chemistry,Joint Fluid,labevents
51020,"Amylase, Joint Fluid",Chemistry,Joint Fluid,labevents
51021,"Creatinine, Joint Fluid",Chemistry,Joint Fluid,labevents
51022,"Glucose, Joint Fluid",Chemistry,Joint Fluid,labevents
51023,"LD, Joint Fluid",Chemistry,Joint Fluid,labevents
51024,"Total Protein, Joint Fluid",Chemistry,Joint Fluid,labevents
51025,"Albumin, Body Fluid",Chemistry,Other Body Fluid,labevents
51026,"Amylase, Body Fluid",Chemistry,Other Body Fluid,labevents
51027,"Bicarbonate, Other Fluid",Chemistry,Other Body Fluid,labevents
51028,"Bilirubin, Total, Body Fluid",Chemistry,Other Body Fluid,labevents
51029,"Calcium, Body Fluid",Chemistry,Other Body Fluid,labevents
51030,"Chloride, Body Fluid",Chemistry,Other Body Fluid,labevents
51031,"Cholesterol, Body Fluid",Chemistry,Other Body Fluid,labevents
51032,"Creatinine, Body Fluid",Chemistry,Other Body Fluid,labevents
51033,FetalFN,Chemistry,Other Body Fluid,labevents
51034,"Glucose, Body Fluid",Chemistry,Other Body Fluid,labevents
51035,"LD, Body Fluid",Chemistry,Other Body Fluid,labevents
51036,"Lipase, Body Fluid",Chemistry,Other Body Fluid,labevents
51037,"Magnesium, Body Fluid",Chemistry,Other Body Fluid,labevents
51038,"Miscellaneous, Body Fluid",Chemistry,Other Body Fluid,labevents
51039,"Osmolality, Body Fluid",Chemistry,Other Body Fluid,labevents
51040,"Phosphate, Body Fluid",Chemistry,Other Body Fluid,labevents
51041,"Potassium, Body Fluid",Chemistry,Other Body Fluid,labevents
51042,"Sodium, Body Fluid",Chemistry,Other Body Fluid,labevents
51043,"Total Protein, Body Fluid",Chemistry,Other Body Fluid,labevents
51044,Triglycer,Chemistry,Other Body Fluid,labevents
51045,"Urea Nitrogen, Body Fluid",Chemistry,Other Body Fluid,labevents
51046,"Albumin, Pleural",Chemistry,Pleural,labevents
51047,"Amylase, Pleural",Chemistry,Pleural,labevents
51048,"Bicarbonate, Pleural",Chemistry,Pleural,labevents
51049,"Bilirubin, Total, Pleural",Chemistry,Pleural,labevents
51050,"Chloride, Pleural",Chemistry,Pleural,labevents
51051,"Cholesterol, Pleural",Chemistry,Pleural,labevents
51052,"Creatinine, Pleural",Chemistry,Pleural,labevents
51053,"Glucose, Pleural",Chemistry,Pleural,labevents
51054,"Lactate Dehydrogenase, Pleural",Chemistry,Pleural,labevents
51055,"Lipase, Pleural",Chemistry,Pleural,labevents
51056,"Miscellaneous, Pleural",Chemistry,Pleural,labevents
51057,"Potassium, Pleural",Chemistry,Pleural,labevents
51058,"Sodium, Pleural",Chemistry,Pleural,labevents
51059,"Total Protein, Pleural",Chemistry,Pleural,labevents
51060,"Triglycerides, Pleural",Chemistry,Pleural,labevents
51061,"Bicarbonate, Stool",Chemistry,Stool,labevents
51062,"Chloride, Stool",Chemistry,Stool,labevents
51063,"Osmolality, Stool",Chemistry,Stool,labevents
51064,"Potassium, Stool",Chemistry,Stool,labevents
51065,"Sodium, Stool",Chemistry,Stool,labevents
51066,24 hr Calcium,Chemistry,Urine,labevents
51067,24 hr Creatinine,Chemistry,Urine,labevents
51068,24 hr Protein,Chemistry,Urine,labevents
51069,"Albumin, Urine",Chemistry,Urine,labevents
51070,"Albumin/Creatinine, Urine",Chemistry,Urine,labevents
51071,"Amphetamine Screen, Urine",Chemistry,Urine,labevents
51072,"Amylase, Urine",Chemistry,Urine,labevents
51073,"Amylase/Creatinine Ratio, Urine",Chemistry,Urine,labevents
51074,"Barbiturate Screen, Urine",Chemistry,Urine,labevents
51075,"Benzodiazepine Screen, Urine",Chemistry,Urine,labevents
51076,"Bicarbonate, Urine",Chemistry,Urine,labevents
51077,"Calcium, Urine",Chemistry,Urine,labevents
51078,"Chloride, Urine",Chemistry,Urine,labevents
51079,"Cocaine, Urine",Chemistry,Urine,labevents
51080,Creatinine Clearance,Chemistry,Urine,labevents
51081,"Creatinine, Serum",Chemistry,Urine,labevents
51082,"Creatinine, Urine",Chemistry,Urine,labevents
51083,"Ethanol, Urine",Chemistry,Urine,labevents
51084,"Glucose, Urine",Chemistry,Urine,labevents
51085,"HCG, Urine, Qualitative",Chemistry,Urine,labevents
51086,"Immunofixation, Urine",Chemistry,Urine,labevents
51087,Length of Urine Collection,Chemistry,Urine,labevents
51088,"Magnesium, Urine",Chemistry,Urine,labevents
51089,Marijuana,Chemistry,Urine,labevents
51090,"Methadone, Urine",Chemistry,Urine,labevents
51091,"Myoglobin, Urine",Chemistry,Urine,labevents
51092,"Opiate Screen, Urine",Chemistry,Urine,labevents
51093,"Osmolality, Urine",Chemistry,Urine,labevents
51094,pH,Chemistry,Urine,labevents
51095,"Phosphate, Urine",Chemistry,Urine,labevents
51096,Porphobilinogen Screen,Chemistry,Urine,labevents
51097,"Potassium, Urine",Chemistry,Urine,labevents
51098,"Prot. Electrophoresis, Urine",Chemistry,Urine,labevents
51099,Protein/Creatinine Ratio,Chemistry,Urine,labevents
51100,"Sodium, Urine",Chemistry,Urine,labevents
51101,Total Collection Time,Chemistry,Urine,labevents
51102,"Total Protein, Urine",Chemistry,Urine,labevents
51103,Uhold,Chemistry,Urine,labevents
51104,"Urea Nitrogen, Urine",Chemistry,Urine,labevents
51105,"Uric Acid, Urine",Chemistry,Urine,labevents
51106,Urine Creatinine,Chemistry,Urine,labevents
51107,"Urine tube, held",Chemistry,Urine,labevents
51108,Urine Volume,Chemistry,Urine,labevents
51109,"Urine Volume, Total",Chemistry,Urine,labevents
51110,Atypical Lymphocytes,Hematology,Ascites,labevents
51111,Bands,Hematology,Ascites,labevents
51112,Basophils,Hematology,Ascites,labevents
51113,Blasts,Hematology,Ascites,labevents
51114,Eosinophils,Hematology,Ascites,labevents
51115,"Hematocrit, Ascites",Hematology,Ascites,labevents
51116,Lymphocytes,Hematology,Ascites,labevents
51117,Macrophage,Hematology,Ascites,labevents
51118,Mesothelial Cell,Hematology,Ascites,labevents
51119,Metamyelocytes,Hematology,Ascites,labevents
51120,Monocytes,Hematology,Ascites,labevents
51121,Myelocytes,Hematology,Ascites,labevents
51122,Nucleated RBC,Hematology,Ascites,labevents
51123,Other,Hematology,Ascites,labevents
51124,Plasma,Hematology,Ascites,labevents
51125,Polys,Hematology,Ascites,labevents
51126,Promyelocytes,Hematology,Ascites,labevents
51127,"RBC, Ascites",Hematology,Ascites,labevents
51129,Young,Hematology,Ascites,labevents
51130,Absolute CD3 Count,Hematology,Blood,labevents
51131,Absolute CD4 Count,Hematology,Blood,labevents
51132,Absolute CD8 Count,Hematology,Blood,labevents
51133,Absolute Lymphocyte Count,Hematology,Blood,labevents
51134,Acanthocytes,Hematology,Blood,labevents
51135,ADP,Hematology,Blood,labevents
51136,Alpha Antiplasmin,Hematology,Blood,labevents
51137,Anisocytosis,Hematology,Blood,labevents
51138,Anticardiolipin Antibody IgG,Hematology,Blood,labevents
51139,Anticardiolipin Antibody IgM,Hematology,Blood,labevents
51140,Antithrombin,Hematology,Blood,labevents
51141,APT Test,Hematology,Blood,labevents
51142,Arachadonic Acid,Hematology,Blood,labevents
51143,Atypical Lymphocytes,Hematology,Blood,labevents
51144,Bands,Hematology,Blood,labevents
51145,Basophilic Stippling,Hematology,Blood,labevents
51146,Basophils,Hematology,Blood,labevents
51147,Bite Cells,Hematology,Blood,labevents
51148,Blasts,Hematology,Blood,labevents
51149,Bleeding Time,Hematology,Blood,labevents
51150,Blood Parasite Smear,Hematology,Blood,labevents
51152,CD10,Hematology,Blood,labevents
51153,CD103,Hematology,Blood,labevents
51154,CD117,Hematology,Blood,labevents
51155,CD11c,Hematology,Blood,labevents
51156,CD13,Hematology,Blood,labevents
51157,CD138,Hematology,Blood,labevents
51158,CD14,Hematology,Blood,labevents
51159,CD15,Hematology,Blood,labevents
51161,CD16,Hematology,Blood,labevents
51162,CD16/56 Absolute Count,Hematology,Blood,labevents
51163,CD16/56%,Hematology,Blood,labevents
51164,CD19,Hematology,Blood,labevents
51165,CD19 %,Hematology,Blood,labevents
51166,CD19 Absolute Count,Hematology,Blood,labevents
51167,CD2,Hematology,Blood,labevents
51168,CD20,Hematology,Blood,labevents
51169,CD20 %,Hematology,Blood,labevents
51170,CD20 Absolute Count,Hematology,Blood,labevents
51171,CD22,Hematology,Blood,labevents
51172,CD23,Hematology,Blood,labevents
51173,CD25,Hematology,Blood,labevents
51174,CD3 %,Hematology,Blood,labevents
51175,CD3 Absolute Count,Hematology,Blood,labevents
51176,"CD3 Cells, Percent",Hematology,Blood,labevents
51177,CD33,Hematology,Blood,labevents
51178,CD34,Hematology,Blood,labevents
51179,CD38,Hematology,Blood,labevents
51180,"CD4 Cells, Percent",Hematology,Blood,labevents
51181,CD4/CD8 Ratio,Hematology,Blood,labevents
51182,CD41,Hematology,Blood,labevents
51183,CD45,Hematology,Blood,labevents
51184,CD5,Hematology,Blood,labevents
51185,CD5 %,Hematology,Blood,labevents
51186,CD5 Absolute Count,Hematology,Blood,labevents
51187,CD55,Hematology,Blood,labevents
51188,CD56,Hematology,Blood,labevents
51189,CD57,Hematology,Blood,labevents
51190,CD59,Hematology,Blood,labevents
51191,CD64,Hematology,Blood,labevents
51192,CD7,Hematology,Blood,labevents
51193,CD71,Hematology,Blood,labevents
51194,"CD8 Cells, Percent",Hematology,Blood,labevents
51195,Collagen,Hematology,Blood,labevents
51196,D-Dimer,Hematology,Blood,labevents
51197,Elliptocytes,Hematology,Blood,labevents
51198,Envelope Cells,Hematology,Blood,labevents
51199,Eosinophil Count,Hematology,Blood,labevents
51200,Eosinophils,Hematology,Blood,labevents
51201,Epinepherine,Hematology,Blood,labevents
51202,Factor II,Hematology,Blood,labevents
51203,Factor IX,Hematology,Blood,labevents
51204,Factor V,Hematology,Blood,labevents
51205,Factor VII,Hematology,Blood,labevents
51206,Factor VIII,Hematology,Blood,labevents
51207,Factor VIII Inhibitor,Hematology,Blood,labevents
51208,Factor X,Hematology,Blood,labevents
51209,Factor XI,Hematology,Blood,labevents
51210,Factor XII,Hematology,Blood,labevents
51211,Factor XIII,Hematology,Blood,labevents
51212,Fetal Hemoglobin,Hematology,Blood,labevents
51213,Fibrin Degradation Products,Hematology,Blood,labevents
51214,"Fibrinogen, Functional",Hematology,Blood,labevents
51215,FMC-7,Hematology,Blood,labevents
51216,Fragmented Cells,Hematology,Blood,labevents
51217,Glyco A,Hematology,Blood,labevents
51218,Granulocyte Count,Hematology,Blood,labevents
51219,H/O Smear,Hematology,Blood,labevents
51220,Heinz Body Prep,Hematology,Blood,labevents
51221,Hematocrit,Hematology,Blood,labevents
51222,Hemoglobin,Hematology,Blood,labevents
51223,Hemoglobin A2,Hematology,Blood,labevents
51224,Hemoglobin C,Hematology,Blood,labevents
51225,Hemoglobin F,Hematology,Blood,labevents
51226,Hemogloblin A,Hematology,Blood,labevents
51227,Hemogloblin S,Hematology,Blood,labevents
51228,Heparin,Hematology,Blood,labevents
51229,"Heparin, LMW",Hematology,Blood,labevents
51230,HLA-DR,Hematology,Blood,labevents
51231,Howell-Jolly Bodies,Hematology,Blood,labevents
51232,Hypersegmented Neutrophils,Hematology,Blood,labevents
51233,Hypochromia,Hematology,Blood,labevents
51234,Immunophenotyping,Hematology,Blood,labevents
51235,Inhibitor Screen,Hematology,Blood,labevents
51236,Inpatient Hematology/Oncology Smear,Hematology,Blood,labevents
51237,INR(PT),Hematology,Blood,labevents
51238,Kappa,Hematology,Blood,labevents
51239,Lambda,Hematology,Blood,labevents
51240,Large Platelets,Hematology,Blood,labevents
51241,Leukocyte Alkaline Phosphatase,Hematology,Blood,labevents
51242,LUC,Hematology,Blood,labevents
51243,Lupus Anticoagulant,Hematology,Blood,labevents
51244,Lymphocytes,Hematology,Blood,labevents
51245,"Lymphocytes, Percent",Hematology,Blood,labevents
51246,Macrocytes,Hematology,Blood,labevents
51247,MacroOvalocytes,Hematology,Blood,labevents
51248,MCH,Hematology,Blood,labevents
51249,MCHC,Hematology,Blood,labevents
51250,MCV,Hematology,Blood,labevents
51251,Metamyelocytes,Hematology,Blood,labevents
51252,Microcytes,Hematology,Blood,labevents
51253,Monocyte Count,Hematology,Blood,labevents
51254,Monocytes,Hematology,Blood,labevents
51255,Myelocytes,Hematology,Blood,labevents
51256,Neutrophils,Hematology,Blood,labevents
51257,Nucleated Red Cells,Hematology,Blood,labevents
51258,Osmotic Fragility,Hematology,Blood,labevents
51259,Other Cells,Hematology,Blood,labevents
51260,Ovalocytes,Hematology,Blood,labevents
51261,Pappenheimer Bodies,Hematology,Blood,labevents
51262,Pencil Cells,Hematology,Blood,labevents
51263,Plasma Cells,Hematology,Blood,labevents
51264,Platelet Clumps,Hematology,Blood,labevents
51266,Platelet Smear,Hematology,Blood,labevents
51267,Poikilocytosis,Hematology,Blood,labevents
51268,Polychromasia,Hematology,Blood,labevents
51269,Promyelocytes,Hematology,Blood,labevents
51270,"Protein C, Antigen",Hematology,Blood,labevents
51271,"Protein C, Functional",Hematology,Blood,labevents
51272,"Protein S, Antigen",Hematology,Blood,labevents
51273,"Protein S, Functional",Hematology,Blood,labevents
51274,PT,Hematology,Blood,labevents
51275,PTT,Hematology,Blood,labevents
51276,Quantitative G6PD,Hematology,Blood,labevents
51277,RDW,Hematology,Blood,labevents
51278,Red Blood Cell Fragments,Hematology,Blood,labevents
51279,Red Blood Cells,Hematology,Blood,labevents
51280,Reptilase Time,Hematology,Blood,labevents
51281,Reptilase Time Control,Hematology,Blood,labevents
51282,"Reticulocyte Count, Absolute",Hematology,Blood,labevents
51283,"Reticulocyte Count, Automated",Hematology,Blood,labevents
51284,"Reticulocyte Count, Manual",Hematology,Blood,labevents
51285,"Reticulocyte, Cellular Hemoglobin",Hematology,Blood,labevents
51286,Ristocetin,Hematology,Blood,labevents
51287,Schistocytes,Hematology,Blood,labevents
51288,Sedimentation Rate,Hematology,Blood,labevents
51289,Serum Viscosity,Hematology,Blood,labevents
51290,Sickle Cell Preparation,Hematology,Blood,labevents
51291,Sickle Cells,Hematology,Blood,labevents
51292,Spherocytes,Hematology,Blood,labevents
51293,Sugar Water Test,Hematology,Blood,labevents
51294,Target Cells,Hematology,Blood,labevents
51295,TdT,Hematology,Blood,labevents
51296,Teardrop Cells,Hematology,Blood,labevents
51297,Thrombin,Hematology,Blood,labevents
51298,Von Willebrand Factor Activity,Hematology,Blood,labevents
51299,Von Willebrand Factor Antigen,Hematology,Blood,labevents
51300,WBC Count,Hematology,Blood,labevents
51302,Young Cells,Hematology,Blood,labevents
51303,CD10,Hematology,Bone Marrow,labevents
51304,CD103,Hematology,Bone Marrow,labevents
51305,CD117,Hematology,Bone Marrow,labevents
51306,CD11c,Hematology,Bone Marrow,labevents
51307,CD13,Hematology,Bone Marrow,labevents
51308,CD138,Hematology,Bone Marrow,labevents
51309,CD14,Hematology,Bone Marrow,labevents
51310,CD15,Hematology,Bone Marrow,labevents
51311,CD16,Hematology,Bone Marrow,labevents
51312,CD16/56,Hematology,Bone Marrow,labevents
51313,CD19,Hematology,Bone Marrow,labevents
51314,CD2,Hematology,Bone Marrow,labevents
51315,CD20,Hematology,Bone Marrow,labevents
51316,CD22,Hematology,Bone Marrow,labevents
51317,CD23,Hematology,Bone Marrow,labevents
51318,CD25,Hematology,Bone Marrow,labevents
51319,CD3,Hematology,Bone Marrow,labevents
51320,CD33,Hematology,Bone Marrow,labevents
51321,CD34,Hematology,Bone Marrow,labevents
51322,CD38,Hematology,Bone Marrow,labevents
51323,CD4,Hematology,Bone Marrow,labevents
51324,CD41,Hematology,Bone Marrow,labevents
